question_id,question,ground_truth,retriever,llm,prompt,answer,citations,retrieved_docs,context,latency,recall_at_k,mrr,hallucination
23699,Which vehicle produces 660 horsepower?,The 2003 Ferrari Enzo,faiss,mistral,v1,I cannot find this information in the database.,[],"['the_2006_pontiac_montana_sv6_06946', 'the_2006_pontiac_montana_sv6_06945', 'the_2008_pontiac_g6_05180']","[1] The 2006 Pontiac Montana SV6 | doc_id=the_2006_pontiac_montana_sv6_06946
The 2006 Pontiac Montana SV6 is a midsize passenger minivan.
It features a 6-cylinder regular unleaded engine producing 196 horsepower.
The transmission is automatic with all drive.
It has 4 doors.
Fuel efficiency is rated at 15 city MPG and 21 highway MPG.
It has a popularity score of 210.
The MSRP for this vehicle is $27,750.

[2] The 2006 Pontiac Montana SV6 | doc_id=the_2006_pontiac_montana_sv6_06945
The 2006 Pontiac Montana SV6 is a midsize passenger minivan.
It features a 6-cylinder regular unleaded engine producing 201 horsepower.
The transmission is automatic with front drive.
It has 4 doors.
Fuel efficiency is rated at 16 city MPG and 23 highway MPG.
It has a popularity score of 210.
The MSRP for this vehicle is $24,250.

[3] The 2008 Pontiac G6 | doc_id=the_2008_pontiac_g6_05180
The 2008 Pontiac G6 is a midsize convertible.
It features a 6-cylinder regular unleaded engine producing 217 horsepower.
The transmission is automatic with front drive.
It has 2 doors.
Fuel efficiency is rated at 17 city MPG and 26 highway MPG.
It has a popularity score of 210.
The MSRP for this vehicle is $30,210.",1.4374933242797852,0,0,0
23692,Which vehicle produces 535 horsepower?,The 2015 BMW 7 Series,faiss,mistral,v1,I cannot find this information in the database.,[],"['the_2004_ferrari_575m_00609', 'the_2003_ferrari_575m_00608', 'the_2002_ferrari_575m_00606']","[1] The 2004 Ferrari 575M | doc_id=the_2004_ferrari_575m_00609
The 2004 Ferrari 575M is a compact coupe.
It features a 12-cylinder premium unleaded engine producing 515 horsepower.
The transmission is automated_manual with rear drive.
It has 2 doors.
This model falls under the following categories: exotic, high-performance.
Fuel efficiency is rated at 9 city MPG and 16 highway MPG.
It has a popularity score of 2774.
The MSRP for this vehicle is $228,339.

[2] The 2003 Ferrari 575M | doc_id=the_2003_ferrari_575m_00608
The 2003 Ferrari 575M is a compact coupe.
It features a 12-cylinder premium unleaded engine producing 515 horsepower.
The transmission is automated_manual with rear drive.
It has 2 doors.
This model falls under the following categories: exotic, high-performance.
Fuel efficiency is rated at 9 city MPG and 16 highway MPG.
It has a popularity score of 2774.
The MSRP for this vehicle is $228,339.

[3] The 2002 Ferrari 575M | doc_id=the_2002_ferrari_575m_00606
The 2002 Ferrari 575M is a compact coupe.
It features a 12-cylinder premium unleaded engine producing 515 horsepower.
The transmission is automated_manual with rear drive.
It has 2 doors.
This model falls under the following categories: exotic, high-performance.
Fuel efficiency is rated at 9 city MPG and 16 highway MPG.
It has a popularity score of 2774.
The MSRP for this vehicle is $224,670.",1.5799317359924316,0,0,0
23702,Which vehicle produces 424 horsepower?,The 2017 Maserati Levante,faiss,mistral,v1,I cannot find this information in the database.,[],"['the_2008_lexus_gx_470_05690', 'the_2004_oldsmobile_bravada_02017', 'the_2003_oldsmobile_bravada_02015']","[1] The 2008 Lexus GX 470 | doc_id=the_2008_lexus_gx_470_05690
The 2008 Lexus GX 470 is a midsize 4dr suv.
It features a 8-cylinder premium unleaded engine producing 263 horsepower.
The transmission is automatic with four drive.
It has 4 doors.
This model falls under the following categories: luxury.
Fuel efficiency is rated at 14 city MPG and 18 highway MPG.
It has a popularity score of 454.
The MSRP for this vehicle is $47,315.

[2] The 2004 Oldsmobile Bravada | doc_id=the_2004_oldsmobile_bravada_02017
The 2004 Oldsmobile Bravada is a midsize 4dr suv.
It features a 6-cylinder regular unleaded engine producing 275 horsepower.
The transmission is automatic with all drive.
It has 4 doors.
Fuel efficiency is rated at 14 city MPG and 19 highway MPG.
It has a popularity score of 26.
The MSRP for this vehicle is $35,870.

[3] The 2003 Oldsmobile Bravada | doc_id=the_2003_oldsmobile_bravada_02015
The 2003 Oldsmobile Bravada is a midsize 4dr suv.
It features a 6-cylinder regular unleaded engine producing 275 horsepower.
The transmission is automatic with all drive.
It has 4 doors.
Fuel efficiency is rated at 13 city MPG and 19 highway MPG.
It has a popularity score of 26.
The MSRP for this vehicle is $35,345.",1.4588284492492676,0,0,0
23717,"Which vehicle has 210 horsepower and costs $23,590?",The 2008 Mitsubishi Raider,faiss,mistral,v1,I cannot find this information in the database.,[],"['the_1992_mercedes-benz_190-class_00037', 'the_1993_mercedes-benz_190-class_00040', 'the_1991_mercedes-benz_190-class_00036']","[1] The 1992 Mercedes-Benz 190-Class | doc_id=the_1992_mercedes-benz_190-class_00037
The 1992 Mercedes-Benz 190-Class is a compact sedan.
It features a 6-cylinder regular unleaded engine producing 158 horsepower.
The transmission is manual with rear drive.
It has 4 doors.
This model falls under the following categories: luxury.
Fuel efficiency is rated at 17 city MPG and 25 highway MPG.
It has a popularity score of 617.
The MSRP for this vehicle is $2,000.

[2] The 1993 Mercedes-Benz 190-Class | doc_id=the_1993_mercedes-benz_190-class_00040
The 1993 Mercedes-Benz 190-Class is a compact sedan.
It features a 6-cylinder regular unleaded engine producing 158 horsepower.
The transmission is manual with rear drive.
It has 4 doors.
This model falls under the following categories: luxury.
Fuel efficiency is rated at 17 city MPG and 25 highway MPG.
It has a popularity score of 617.
The MSRP for this vehicle is $2,000.

[3] The 1991 Mercedes-Benz 190-Class | doc_id=the_1991_mercedes-benz_190-class_00036
The 1991 Mercedes-Benz 190-Class is a compact sedan.
It features a 6-cylinder regular unleaded engine producing 158 horsepower.
The transmission is manual with rear drive.
It has 4 doors.
This model falls under the following categories: luxury.
Fuel efficiency is rated at 17 city MPG and 25 highway MPG.
It has a popularity score of 617.
The MSRP for this vehicle is $2,000.",1.6065783500671387,0,0,0
13,What is the horsepower of The 2012 BMW 1 Series?,300 horsepower,faiss,mistral,v1,230,"[1, 2, 3]","['the_2012_bmw_1_series_00005', 'the_2012_bmw_1_series_00008', 'the_2012_bmw_1_series_00007']","[1] The 2012 BMW 1 Series | doc_id=the_2012_bmw_1_series_00005
The 2012 BMW 1 Series is a compact coupe.
It features a 6-cylinder premium unleaded engine producing 230 horsepower.
The transmission is manual with rear drive.
It has 2 doors.
This model falls under the following categories: luxury, performance.
Fuel efficiency is rated at 18 city MPG and 28 highway MPG.
It has a popularity score of 3916.
The MSRP for this vehicle is $31,200.

[2] The 2012 BMW 1 Series | doc_id=the_2012_bmw_1_series_00008
The 2012 BMW 1 Series is a compact convertible.
It features a 6-cylinder premium unleaded engine producing 230 horsepower.
The transmission is manual with rear drive.
It has 2 doors.
This model falls under the following categories: luxury.
Fuel efficiency is rated at 18 city MPG and 28 highway MPG.
It has a popularity score of 3916.
The MSRP for this vehicle is $36,900.

[3] The 2012 BMW 1 Series | doc_id=the_2012_bmw_1_series_00007
The 2012 BMW 1 Series is a compact coupe.
It features a 6-cylinder premium unleaded engine producing 300 horsepower.
The transmission is manual with rear drive.
It has 2 doors.
This model falls under the following categories: luxury, high-performance.
Fuel efficiency is rated at 20 city MPG and 28 highway MPG.
It has a popularity score of 3916.
The MSRP for this vehicle is $39,300.",1.579568862915039,0,0,0
23693,Which vehicle produces 372 horsepower?,The 1995 BMW 8 Series,faiss,mistral,v1,I cannot find this information in the database.,[],"['the_2016_nissan_370z_00325', 'the_2002_oldsmobile_bravada_02011', 'the_2002_oldsmobile_bravada_02013']","[1] The 2016 Nissan 370Z | doc_id=the_2016_nissan_370z_00325
The 2016 Nissan 370Z is a compact convertible.
It features a 6-cylinder premium unleaded engine producing 332 horsepower.
The transmission is manual with rear drive.
It has 2 doors.
This model falls under the following categories: high-performance.
Fuel efficiency is rated at 17 city MPG and 24 highway MPG.
It has a popularity score of 2009.
The MSRP for this vehicle is $48,100.

[2] The 2002 Oldsmobile Bravada | doc_id=the_2002_oldsmobile_bravada_02011
The 2002 Oldsmobile Bravada is a midsize 4dr suv.
It features a 6-cylinder regular unleaded engine producing 270 horsepower.
The transmission is automatic with all drive.
It has 4 doors.
Fuel efficiency is rated at 14 city MPG and 19 highway MPG.
It has a popularity score of 26.
The MSRP for this vehicle is $34,745.

[3] The 2002 Oldsmobile Bravada | doc_id=the_2002_oldsmobile_bravada_02013
The 2002 Oldsmobile Bravada is a midsize 4dr suv.
It features a 6-cylinder regular unleaded engine producing 270 horsepower.
The transmission is automatic with rear drive.
It has 4 doors.
Fuel efficiency is rated at 14 city MPG and 20 highway MPG.
It has a popularity score of 26.
The MSRP for this vehicle is $32,660.",1.458317518234253,0,0,0
23735,Which car has autonomous driving capability?,NOT_FOUND,faiss,mistral,v1,I cannot find this information in the database.,[],"['the_2017_land_rover_range_rover_evoque_08267', 'the_2017_land_rover_range_rover_evoque_08265', 'the_2015_land_rover_range_rover_evoque_08243']","[1] The 2017 Land Rover Range Rover Evoque | doc_id=the_2017_land_rover_range_rover_evoque_08267
The 2017 Land Rover Range Rover Evoque is a compact convertible suv.
It features a 4-cylinder premium unleaded engine producing 240 horsepower.
The transmission is automatic with all drive.
It has 2 doors.
This model falls under the following categories: crossover, luxury.
Fuel efficiency is rated at 20 city MPG and 28 highway MPG.
It has a popularity score of 258.
The MSRP for this vehicle is $51,100.

[2] The 2017 Land Rover Range Rover Evoque | doc_id=the_2017_land_rover_range_rover_evoque_08265
The 2017 Land Rover Range Rover Evoque is a compact convertible suv.
It features a 4-cylinder premium unleaded engine producing 240 horsepower.
The transmission is automatic with all drive.
It has 2 doors.
This model falls under the following categories: crossover, luxury.
Fuel efficiency is rated at 20 city MPG and 28 highway MPG.
It has a popularity score of 258.
The MSRP for this vehicle is $57,700.

[3] The 2015 Land Rover Range Rover Evoque | doc_id=the_2015_land_rover_range_rover_evoque_08243
The 2015 Land Rover Range Rover Evoque is a compact 2dr suv.
It features a 4-cylinder premium unleaded engine producing 240 horsepower.
The transmission is automatic with all drive.
It has 2 doors.
This model falls under the following categories: crossover, luxury.
Fuel efficiency is rated at 21 city MPG and 30 highway MPG.
It has a popularity score of 258.
The MSRP for this vehicle is $57,600.",1.6952693462371826,0,0,0
23724,"Which vehicle has 420 horsepower and costs $91,950?",The 2016 Cadillac Escalade,faiss,mistral,v1,I cannot find this information in the database.,[],"['the_1991_mercedes-benz_420-class_00459', 'the_1990_mercedes-benz_420-class_00458', 'the_1994_oldsmobile_ninety-eight_07228']","[1] The 1991 Mercedes-Benz 420-Class | doc_id=the_1991_mercedes-benz_420-class_00459
The 1991 Mercedes-Benz 420-Class is a large sedan.
It features a 8-cylinder regular unleaded engine producing 201 horsepower.
The transmission is automatic with rear drive.
It has 4 doors.
This model falls under the following categories: luxury.
Fuel efficiency is rated at 14 city MPG and 17 highway MPG.
It has a popularity score of 617.
The MSRP for this vehicle is $2,186.

[2] The 1990 Mercedes-Benz 420-Class | doc_id=the_1990_mercedes-benz_420-class_00458
The 1990 Mercedes-Benz 420-Class is a large sedan.
It features a 8-cylinder regular unleaded engine producing 201 horsepower.
The transmission is automatic with rear drive.
It has 4 doors.
This model falls under the following categories: luxury.
Fuel efficiency is rated at 14 city MPG and 17 highway MPG.
It has a popularity score of 617.
The MSRP for this vehicle is $2,000.

[3] The 1994 Oldsmobile Ninety-Eight | doc_id=the_1994_oldsmobile_ninety-eight_07228
The 1994 Oldsmobile Ninety-Eight is a large sedan.
It features a 6-cylinder regular unleaded engine producing 170 horsepower.
The transmission is automatic with front drive.
It has 4 doors.
Fuel efficiency is rated at 17 city MPG and 25 highway MPG.
It has a popularity score of 26.
The MSRP for this vehicle is $2,000.",1.4645164012908936,0,0,0
23721,"Which vehicle has 203 horsepower and costs $21,035?",The 2001 Ford Explorer Sport,faiss,mistral,v1,I cannot find this information in the database.,[],"['the_1996_oldsmobile_ciera_02517', 'the_2005_pontiac_montana_06958', 'the_2005_pontiac_montana_06963']","[1] The 1996 Oldsmobile Ciera | doc_id=the_1996_oldsmobile_ciera_02517
The 1996 Oldsmobile Ciera is a midsize sedan.
It features a 4-cylinder regular unleaded engine producing 120 horsepower.
The transmission is automatic with front drive.
It has 4 doors.
Fuel efficiency is rated at 21 city MPG and 29 highway MPG.
It has a popularity score of 26.
The MSRP for this vehicle is $2,000.

[2] The 2005 Pontiac Montana | doc_id=the_2005_pontiac_montana_06958
The 2005 Pontiac Montana is a midsize passenger minivan.
It features a 6-cylinder regular unleaded engine producing 200 horsepower.
The transmission is automatic with all drive.
It has 4 doors.
Fuel efficiency is rated at 15 city MPG and 21 highway MPG.
It has a popularity score of 210.
The MSRP for this vehicle is $30,210.

[3] The 2005 Pontiac Montana | doc_id=the_2005_pontiac_montana_06963
The 2005 Pontiac Montana is a midsize passenger minivan.
It features a 6-cylinder regular unleaded engine producing 200 horsepower.
The transmission is automatic with all drive.
It has 4 doors.
Fuel efficiency is rated at 15 city MPG and 21 highway MPG.
It has a popularity score of 210.
The MSRP for this vehicle is $27,700.",1.4404411315917969,0,0,0
23694,Which vehicle produces 456 horsepower?,The 2017 Mercedes-Benz AMG GT,faiss,mistral,v1,"The 2003 Ferrari 456M, the 2001 Ferrari 456M (manual transmission) and the 2001 Ferrari 456M (automatic transmission)","[1, 2, 3]","['the_2003_ferrari_456m_00465', 'the_2001_ferrari_456m_00461', 'the_2001_ferrari_456m_00460']","[1] The 2003 Ferrari 456M | doc_id=the_2003_ferrari_456m_00465
The 2003 Ferrari 456M is a compact coupe.
It features a 12-cylinder premium unleaded engine producing 442 horsepower.
The transmission is manual with rear drive.
It has 2 doors.
This model falls under the following categories: exotic, high-performance.
Fuel efficiency is rated at 9 city MPG and 15 highway MPG.
It has a popularity score of 2774.
The MSRP for this vehicle is $224,585.

[2] The 2001 Ferrari 456M | doc_id=the_2001_ferrari_456m_00461
The 2001 Ferrari 456M is a compact coupe.
It features a 12-cylinder premium unleaded engine producing 442 horsepower.
The transmission is manual with rear drive.
It has 2 doors.
This model falls under the following categories: exotic, high-performance.
Fuel efficiency is rated at 9 city MPG and 15 highway MPG.
It has a popularity score of 2774.
The MSRP for this vehicle is $219,775.

[3] The 2001 Ferrari 456M | doc_id=the_2001_ferrari_456m_00460
The 2001 Ferrari 456M is a compact coupe.
It features a 12-cylinder premium unleaded engine producing 442 horsepower.
The transmission is automatic with rear drive.
It has 2 doors.
This model falls under the following categories: exotic, high-performance.
Fuel efficiency is rated at 9 city MPG and 14 highway MPG.
It has a popularity score of 2774.
The MSRP for this vehicle is $223,970.",3.6422441005706787,0,0,0
23725,"Which vehicle has 166 horsepower and costs $24,185?",The 2011 Honda Element,faiss,mistral,v1,I cannot find this information in the database.,[],"['the_2004_pontiac_montana_06956', 'the_2004_pontiac_montana_06954', 'the_2003_pontiac_montana_06947']","[1] The 2004 Pontiac Montana | doc_id=the_2004_pontiac_montana_06956
The 2004 Pontiac Montana is a midsize passenger minivan.
It features a 6-cylinder regular unleaded engine producing 185 horsepower.
The transmission is automatic with front drive.
It has 4 doors.
Fuel efficiency is rated at 17 city MPG and 24 highway MPG.
It has a popularity score of 210.
The MSRP for this vehicle is $25,885.

[2] The 2004 Pontiac Montana | doc_id=the_2004_pontiac_montana_06954
The 2004 Pontiac Montana is a compact passenger minivan.
It features a 6-cylinder regular unleaded engine producing 185 horsepower.
The transmission is automatic with front drive.
It has 4 doors.
Fuel efficiency is rated at 17 city MPG and 24 highway MPG.
It has a popularity score of 210.
The MSRP for this vehicle is $23,335.

[3] The 2003 Pontiac Montana | doc_id=the_2003_pontiac_montana_06947
The 2003 Pontiac Montana is a midsize passenger minivan.
It features a 6-cylinder regular unleaded engine producing 185 horsepower.
The transmission is automatic with front drive.
It has 4 doors.
Fuel efficiency is rated at 17 city MPG and 24 highway MPG.
It has a popularity score of 210.
The MSRP for this vehicle is $26,140.",1.4378302097320557,0,0,0
23722,"Which vehicle has 300 horsepower and costs $35,595?",The 2016 Chrysler 300,faiss,mistral,v1,I cannot find this information in the database.,[],"['the_2017_chrysler_300_00232', 'the_2015_chrysler_300_00207', 'the_2017_chrysler_300_00225']","[1] The 2017 Chrysler 300 | doc_id=the_2017_chrysler_300_00232
The 2017 Chrysler 300 is a large sedan.
It features a 6-cylinder regular unleaded engine producing 300 horsepower.
The transmission is automatic with rear drive.
It has 4 doors.
This model falls under the following categories: performance.
Fuel efficiency is rated at 19 city MPG and 30 highway MPG.
It has a popularity score of 1013.
The MSRP for this vehicle is $35,675.

[2] The 2015 Chrysler 300 | doc_id=the_2015_chrysler_300_00207
The 2015 Chrysler 300 is a large sedan.
It features a 6-cylinder regular unleaded engine producing 300 horsepower.
The transmission is automatic with rear drive.
It has 4 doors.
This model falls under the following categories: performance.
Fuel efficiency is rated at 19 city MPG and 31 highway MPG.
It has a popularity score of 1013.
The MSRP for this vehicle is $35,070.

[3] The 2017 Chrysler 300 | doc_id=the_2017_chrysler_300_00225
The 2017 Chrysler 300 is a large sedan.
It features a 6-cylinder regular unleaded engine producing 300 horsepower.
The transmission is automatic with all drive.
It has 4 doors.
Fuel efficiency is rated at 18 city MPG and 27 highway MPG.
It has a popularity score of 1013.
The MSRP for this vehicle is $38,670.",1.4564688205718994,0,0,0
23716,"Which vehicle has 250 horsepower and costs $34,295?",The 2017 Subaru Forester,faiss,mistral,v1,I cannot find this information in the database.,[],"['the_2004_lexus_es_330_04092', 'the_2005_lexus_es_330_04093', 'the_2017_chrysler_300_00228']","[1] The 2004 Lexus ES 330 | doc_id=the_2004_lexus_es_330_04092
The 2004 Lexus ES 330 is a midsize sedan.
It features a 6-cylinder regular unleaded engine producing 225 horsepower.
The transmission is automatic with front drive.
It has 4 doors.
This model falls under the following categories: luxury.
Fuel efficiency is rated at 18 city MPG and 27 highway MPG.
It has a popularity score of 454.
The MSRP for this vehicle is $31,725.

[2] The 2005 Lexus ES 330 | doc_id=the_2005_lexus_es_330_04093
The 2005 Lexus ES 330 is a midsize sedan.
It features a 6-cylinder regular unleaded engine producing 225 horsepower.
The transmission is automatic with front drive.
It has 4 doors.
This model falls under the following categories: luxury.
Fuel efficiency is rated at 18 city MPG and 27 highway MPG.
It has a popularity score of 454.
The MSRP for this vehicle is $32,175.

[3] The 2017 Chrysler 300 | doc_id=the_2017_chrysler_300_00228
The 2017 Chrysler 300 is a large sedan.
It features a 6-cylinder regular unleaded engine producing 300 horsepower.
The transmission is automatic with all drive.
It has 4 doors.
Fuel efficiency is rated at 18 city MPG and 27 highway MPG.
It has a popularity score of 1013.
The MSRP for this vehicle is $38,175.",1.4732999801635742,0,0,0
23733,Which vehicle in the dataset is electric?,NOT_FOUND,faiss,mistral,v1,All the provided vehicles are electric.,"[1, 2, 3]","['the_2016_chevrolet_spark_ev_09872', 'the_2016_chevrolet_spark_ev_09871', 'the_2014_chevrolet_spark_ev_09868']","[1] The 2016 Chevrolet Spark EV | doc_id=the_2016_chevrolet_spark_ev_09872
The 2016 Chevrolet Spark EV is a compact 4dr hatchback.
It features a 0-cylinder electric engine producing 140 horsepower.
The transmission is direct_drive with front drive.
It has 4 doors.
This model falls under the following categories: hatchback.
Fuel efficiency is rated at 128 city MPG and 109 highway MPG.
It has a popularity score of 1385.
The MSRP for this vehicle is $25,120.

[2] The 2016 Chevrolet Spark EV | doc_id=the_2016_chevrolet_spark_ev_09871
The 2016 Chevrolet Spark EV is a compact 4dr hatchback.
It features a 0-cylinder electric engine producing 140 horsepower.
The transmission is direct_drive with front drive.
It has 4 doors.
This model falls under the following categories: hatchback.
Fuel efficiency is rated at 128 city MPG and 109 highway MPG.
It has a popularity score of 1385.
The MSRP for this vehicle is $25,510.

[3] The 2014 Chevrolet Spark EV | doc_id=the_2014_chevrolet_spark_ev_09868
The 2014 Chevrolet Spark EV is a compact 4dr hatchback.
It features a 0-cylinder electric engine producing 140 horsepower.
The transmission is direct_drive with front drive.
It has 4 doors.
This model falls under the following categories: hatchback.
Fuel efficiency is rated at 128 city MPG and 109 highway MPG.
It has a popularity score of 1385.
The MSRP for this vehicle is $27,010.",1.733274221420288,0,0,1
23714,"Which vehicle has 200 horsepower and costs $29,895?",The 2013 Volkswagen GTI,faiss,mistral,v1,I cannot find this information in the database.,[],"['the_2017_chrysler_200_00078', 'the_2017_chrysler_200_00079', 'the_2017_chrysler_200_00084']","[1] The 2017 Chrysler 200 | doc_id=the_2017_chrysler_200_00078
The 2017 Chrysler 200 is a midsize sedan.
It features a 6-cylinder flex-fuel (unleaded/e85) engine producing 295 horsepower.
The transmission is automatic with all drive.
It has 4 doors.
This model falls under the following categories: flex fuel, performance.
Fuel efficiency is rated at 18 city MPG and 28 highway MPG.
It has a popularity score of 1013.
The MSRP for this vehicle is $29,905.

[2] The 2017 Chrysler 200 | doc_id=the_2017_chrysler_200_00079
The 2017 Chrysler 200 is a midsize sedan.
It features a 6-cylinder flex-fuel (unleaded/e85) engine producing 295 horsepower.
The transmission is automatic with all drive.
It has 4 doors.
This model falls under the following categories: flex fuel, performance.
Fuel efficiency is rated at 18 city MPG and 28 highway MPG.
It has a popularity score of 1013.
The MSRP for this vehicle is $31,785.

[3] The 2017 Chrysler 200 | doc_id=the_2017_chrysler_200_00084
The 2017 Chrysler 200 is a midsize sedan.
It features a 4-cylinder flex-fuel (unleaded/e85) engine producing 184 horsepower.
The transmission is automatic with front drive.
It has 4 doors.
This model falls under the following categories: flex fuel.
Fuel efficiency is rated at 23 city MPG and 36 highway MPG.
It has a popularity score of 1013.
The MSRP for this vehicle is $27,795.",1.6600801944732666,0,0,0
23718,"Which vehicle has 318 horsepower and costs $46,090?",The 2013 Cadillac CTS Wagon,faiss,mistral,v1,I cannot find this information in the database.,[],"['the_2006_lexus_es_330_04094', 'the_2004_lexus_es_330_04092', 'the_2001_ferrari_456m_00461']","[1] The 2006 Lexus ES 330 | doc_id=the_2006_lexus_es_330_04094
The 2006 Lexus ES 330 is a midsize sedan.
It features a 6-cylinder regular unleaded engine producing 218 horsepower.
The transmission is automatic with front drive.
It has 4 doors.
This model falls under the following categories: luxury.
Fuel efficiency is rated at 18 city MPG and 27 highway MPG.
It has a popularity score of 454.
The MSRP for this vehicle is $32,300.

[2] The 2004 Lexus ES 330 | doc_id=the_2004_lexus_es_330_04092
The 2004 Lexus ES 330 is a midsize sedan.
It features a 6-cylinder regular unleaded engine producing 225 horsepower.
The transmission is automatic with front drive.
It has 4 doors.
This model falls under the following categories: luxury.
Fuel efficiency is rated at 18 city MPG and 27 highway MPG.
It has a popularity score of 454.
The MSRP for this vehicle is $31,725.

[3] The 2001 Ferrari 456M | doc_id=the_2001_ferrari_456m_00461
The 2001 Ferrari 456M is a compact coupe.
It features a 12-cylinder premium unleaded engine producing 442 horsepower.
The transmission is manual with rear drive.
It has 2 doors.
This model falls under the following categories: exotic, high-performance.
Fuel efficiency is rated at 9 city MPG and 15 highway MPG.
It has a popularity score of 2774.
The MSRP for this vehicle is $219,775.",1.5089504718780518,0,0,0
23713,"Which vehicle has 158 horsepower and costs $19,850?",The 2016 Honda Civic,faiss,mistral,v1,I cannot find this information in the database.,[],"['the_1994_oldsmobile_ninety-eight_07228', 'the_1994_oldsmobile_ninety-eight_07229', 'the_1994_oldsmobile_ninety-eight_07231']","[1] The 1994 Oldsmobile Ninety-Eight | doc_id=the_1994_oldsmobile_ninety-eight_07228
The 1994 Oldsmobile Ninety-Eight is a large sedan.
It features a 6-cylinder regular unleaded engine producing 170 horsepower.
The transmission is automatic with front drive.
It has 4 doors.
Fuel efficiency is rated at 17 city MPG and 25 highway MPG.
It has a popularity score of 26.
The MSRP for this vehicle is $2,000.

[2] The 1994 Oldsmobile Ninety-Eight | doc_id=the_1994_oldsmobile_ninety-eight_07229
The 1994 Oldsmobile Ninety-Eight is a large sedan.
It features a 6-cylinder regular unleaded engine producing 170 horsepower.
The transmission is automatic with front drive.
It has 4 doors.
Fuel efficiency is rated at 17 city MPG and 25 highway MPG.
It has a popularity score of 26.
The MSRP for this vehicle is $2,000.

[3] The 1994 Oldsmobile Ninety-Eight | doc_id=the_1994_oldsmobile_ninety-eight_07231
The 1994 Oldsmobile Ninety-Eight is a large sedan.
It features a 6-cylinder regular unleaded engine producing 170 horsepower.
The transmission is automatic with front drive.
It has 4 doors.
Fuel efficiency is rated at 17 city MPG and 25 highway MPG.
It has a popularity score of 26.
The MSRP for this vehicle is $2,000.",1.4411053657531738,0,0,0
10,What is the MSRP of The 2011 BMW 1 Series with 230 horsepower?,"$34,500",faiss,mistral,v1,"$29,450",[2],"['the_2011_bmw_1_series_00004', 'the_2011_bmw_1_series_00003', 'the_2011_bmw_1_series_00002']","[1] The 2011 BMW 1 Series | doc_id=the_2011_bmw_1_series_00004
The 2011 BMW 1 Series is a compact convertible.
It features a 6-cylinder premium unleaded engine producing 230 horsepower.
The transmission is manual with rear drive.
It has 2 doors.
This model falls under the following categories: luxury.
Fuel efficiency is rated at 18 city MPG and 28 highway MPG.
It has a popularity score of 3916.
The MSRP for this vehicle is $34,500.

[2] The 2011 BMW 1 Series | doc_id=the_2011_bmw_1_series_00003
The 2011 BMW 1 Series is a compact coupe.
It features a 6-cylinder premium unleaded engine producing 230 horsepower.
The transmission is manual with rear drive.
It has 2 doors.
This model falls under the following categories: luxury, performance.
Fuel efficiency is rated at 18 city MPG and 28 highway MPG.
It has a popularity score of 3916.
The MSRP for this vehicle is $29,450.

[3] The 2011 BMW 1 Series | doc_id=the_2011_bmw_1_series_00002
The 2011 BMW 1 Series is a compact coupe.
It features a 6-cylinder premium unleaded engine producing 300 horsepower.
The transmission is manual with rear drive.
It has 2 doors.
This model falls under the following categories: luxury, high-performance.
Fuel efficiency is rated at 20 city MPG and 28 highway MPG.
It has a popularity score of 3916.
The MSRP for this vehicle is $36,350.",1.454493761062622,1,1.0,0
23695,Which vehicle produces 451 horsepower?,The 2015 Mercedes-Benz C-Class,faiss,mistral,v1,I cannot find this information in the database.,[],"['the_1991_mercedes-benz_420-class_00459', 'the_2017_chrysler_300_00230', 'the_2017_chrysler_300_00225']","[1] The 1991 Mercedes-Benz 420-Class | doc_id=the_1991_mercedes-benz_420-class_00459
The 1991 Mercedes-Benz 420-Class is a large sedan.
It features a 8-cylinder regular unleaded engine producing 201 horsepower.
The transmission is automatic with rear drive.
It has 4 doors.
This model falls under the following categories: luxury.
Fuel efficiency is rated at 14 city MPG and 17 highway MPG.
It has a popularity score of 617.
The MSRP for this vehicle is $2,186.

[2] The 2017 Chrysler 300 | doc_id=the_2017_chrysler_300_00230
The 2017 Chrysler 300 is a large sedan.
It features a 6-cylinder regular unleaded engine producing 292 horsepower.
The transmission is automatic with rear drive.
It has 4 doors.
This model falls under the following categories: performance.
Fuel efficiency is rated at 19 city MPG and 30 highway MPG.
It has a popularity score of 1013.
The MSRP for this vehicle is $42,770.

[3] The 2017 Chrysler 300 | doc_id=the_2017_chrysler_300_00225
The 2017 Chrysler 300 is a large sedan.
It features a 6-cylinder regular unleaded engine producing 300 horsepower.
The transmission is automatic with all drive.
It has 4 doors.
Fuel efficiency is rated at 18 city MPG and 27 highway MPG.
It has a popularity score of 1013.
The MSRP for this vehicle is $38,670.",1.4391005039215088,0,0,0
